Date,Region,Orders,Customers,Revenue,Cost,Profit,Units_Sold,Return_Rate
2025-06-03,Central,14,9.0,57002.52,35161.41,21841.11,36,6.08
2025-06-04,North,17,13.0,65235.95,42062.31,23173.64,38,4.1
2025-06-04,South,14,11.0,48708.42,34831.47,13876.95,24,3.51
2025-06-04,East,15,11.0,50642.97,31213.46,19429.51,23,4.97
2025-06-04,West,15,13.0,58535.67,40941.44,17594.23,23,3.62
2025-06-04,Central,17,11.0,58117.3,38660.44,19456.86,25,5.96
2025-06-05,North,16,10.0,57401.02,33597.11,23803.91,28,4.1
2025-06-05,South,18,12.0,70999.29,45135.99,25863.3,35,3.01
2025-06-05,East,7,5.0,21190.47,11770.86,9419.61,14,2.02
2025-06-05,West,17,13.0,55000.33,36068.22,18932.11,38,4.2
2025-06-05,Central,11,8.0,31729.21,18267.04,13462.17,17,4.79
2025-06-06,North,16,13.0,62501.31,41475.1,21026.21,32,6.47
2025-06-06,South,13,8.0,33335.0,21497.91,11837.09,19,4.12
2025-06-06,East,16,13.0,53595.65,35519.7,18075.95,34,3.25
2025-06-06,West,13,11.0,42346.41,29518.93,12827.48,32,8.29
2025-06-06,Central,17,11.0,38638.05,22245.44,16392.61,23,4.67
2025-06-07,North,18,12.0,68530.55,48471.81,20058.74,23,4.86
2025-06-07,South,19,13.0,66629.71,42241.33,24388.38,46,3.06
2025-06-07,East,19,12.0,50194.54,33676.77,16517.77,30,3.5
2025-06-07,West,12,8.0,49958.96,33133.59,16825.37,21,4.45
2025-06-07,Central,12,8.0,44064.5,29415.48,14649.02,27,5.24
2025-06-08,North,18,13.0,54171.36,33428.63,20742.73,39,5.4
2025-06-08,South,13,10.0,46914.22,31187.24,15726.98,31,6.68
2025-06-08,East,13,9.0,54365.21,32623.97,21741.24,19,8.39
2025-06-08,West,14,9.0,32178.71,18685.28,13493.43,33,2.25
2025-06-08,Central,21,16.0,84400.59,52286.67,32113.92,28,4.76
2025-06-09,North,16,11.0,66599.53,36679.46,29920.07,33,4.98
2025-06-09,South,11,8.0,26749.45,14967.49,11781.96,25,5.22
2025-06-09,East,12,9.0,48972.77,28699.04,20273.73,15,2.18
2025-06-09,West,10,8.0,32615.07,20139.78,12475.29,14,4.52
2025-06-09,Central,14,9.0,33486.92,18478.51,15008.41,25,5.03
2025-06-10,North,13,10.0,40180.03,23408.14,16771.89,23,8.43
2025-06-10,South,6,4.0,23094.36,13746.3,9348.06,14,5.23
2025-06-10,East,16,13.0,43544.03,25867.96,17676.07,28,5.54
2025-06-10,West,9,7.0,32384.55,22117.0,10267.55,20,6.33
2025-06-10,Central,16,12.0,53867.63,33376.73,20490.9,40,3.8
2025-06-11,North,18,14.0,55577.91,34482.43,21095.48,42,2.36
2025-06-11,South,13,8.0,31335.87,18003.94,13331.93,18,8.22
2025-06-11,East,16,13.0,53210.04,34869.2,18340.84,26,6.36
2025-06-11,West,14,9.0,44908.07,26668.24,18239.83,26,3.31
2025-06-11,Central,20,15.0,81408.69,51681.96,29726.73,38,3.28
2025-06-12,North,16,10.0,66389.05,38454.98,27934.07,28,3.01
2025-06-12,South,13,9.0,40380.9,23643.03,16737.87,21,5.96
2025-06-12,East,19,14.0,65410.41,43853.86,21556.55,36,4.01
2025-06-12,West,13,10.0,36281.0,22966.46,13314.54,23,8.12
2025-06-12,Central,11,9.0,37437.07,24047.89,13389.18,18,4.14
2025-06-13,North,16,10.0,60398.11,41376.79,19021.32,36,6.53
2025-06-13,South,15,10.0,60211.68,40672.83,19538.85,25,6.47
2025-06-13,East,21,15.0,83126.39,51119.36,32007.03,46,1.85
2025-06-13,West,10,6.0,26841.71,15561.84,11279.87,15,3.25
2025-06-13,Central,13,8.0,45360.08,30294.33,15065.75,20,7.79
2025-06-14,North,16,12.0,46638.8,30227.78,16411.02,25,7.27
2025-06-14,South,12,10.0,29591.83,19486.83,10105.0,22,8.35
2025-06-14,East,17,14.0,51458.0,35557.37,15900.63,35,6.41
2025-06-14,West,14,11.0,32199.45,21288.02,10911.43,30,5.44
2025-06-14,Central,13,10.0,30308.33,17432.18,12876.15,29,7.85
2025-06-15,North,16,11.0,58425.37,41960.53,16464.84,33,3.33
2025-06-15,South,11,7.0,24907.38,16763.86,8143.52,23,7.59
2025-06-15,East,19,13.0,46527.44,29094.58,17432.86,33,5.48
2025-06-15,West,16,14.0,42473.48,29613.12,12860.36,34,5.4
2025-06-15,Central,16,13.0,63905.25,37414.05,26491.2,25,6.44
2025-06-16,North,17,13.0,51975.75,33950.33,18025.42,38,4.99
2025-06-16,South,14,9.0,35564.23,23505.17,12059.06,31,4.22
2025-06-16,East,19,16.0,59299.89,34300.66,24999.23,27,4.9
2025-06-16,West,9,6.0,24876.71,16194.49,8682.22,15,2.3
2025-06-16,Central,15,12.0,62792.14,38979.31,23812.83,25,3.27
2025-06-17,North,16,12.0,40810.02,28925.97,11884.05,38,6.65
2025-06-17,South,12,9.0,49599.5,27592.45,22007.05,25,3.88
2025-06-17,East,12,10.0,48391.85,31038.38,17353.47,17,3.09
2025-06-17,West,8,6.0,27627.44,16136.64,11490.8,17,5.98
2025-06-17,Central,16,14.0,66771.53,44828.18,21943.35,40,7.52
2025-06-18,North,8,6.0,23704.2,13428.47,10275.73,12,5.57
2025-06-18,South,18,15.0,73793.83,50201.92,23591.91,26,8.09
2025-06-18,East,12,9.0,47986.09,31829.4,16156.69,20,8.33
2025-06-18,West,13,9.0,48860.61,29923.96,18936.65,28,8.08
2025-06-18,Central,16,12.0,66121.05,40076.0,26045.05,33,3.02
2025-06-19,North,18,15.0,65047.49,41568.61,23478.88,35,5.61
2025-06-19,South,13,9.0,50597.53,31952.15,18645.38,21,5.46
2025-06-19,East,12,9.0,32035.32,20049.91,11985.41,23,5.65
2025-06-19,West,15,12.0,60020.37,38231.87,21788.5,30,4.09
2025-06-19,Central,17,11.0,70369.13,45549.34,24819.79,31,6.49
2025-06-20,North,7,4.0,28341.24,17303.87,11037.37,9,5.83
2025-06-20,South,15,10.0,61741.1,34588.61,27152.49,24,4.49
2025-06-20,East,9,7.0,34491.5,19929.94,14561.56,22,5.09
2025-06-20,West,19,12.0,55356.06,35732.21,19623.85,36,7.31
2025-06-20,Central,15,10.0,52906.79,37884.72,15022.07,25,2.59
2025-06-21,North,23,17.0,56564.78,36997.26,19567.52,31,7.55
2025-06-21,South,17,11.0,70028.86,40411.95,29616.91,31,2.49
2025-06-21,East,15,10.0,38555.34,27663.79,10891.55,27,3.56
2025-06-21,West,19,13.0,46650.99,32648.59,14002.4,45,5.55
2025-06-21,Central,18,11.0,74290.35,44645.5,29644.85,41,2.75
2025-06-22,North,12,9.0,28046.79,16388.54,11658.25,22,5.4
2025-06-22,South,17,12.0,51149.79,30500.87,20648.92,23,5.56
2025-06-22,East,10,7.0,22843.87,12796.65,10047.22,18,6.36
2025-06-22,West,12,8.0,47070.35,31735.23,15335.12,16,4.84
2025-06-22,Central,12,9.0,31659.86,22576.26,9083.6,27,2.38
2025-06-23,North,11,9.0,42151.89,28128.46,14023.43,17,7.33
2025-06-23,South,15,9.0,58881.28,32942.8,25938.48,35,1.59
2025-06-23,East,8,5.0,31684.46,17667.2,14017.26,12,3.89
2025-06-23,West,12,9.0,44848.93,31414.56,13434.37,20,2.8
2025-06-23,Central,15,12.0,52302.39,29112.48,23189.91,25,4.74
2025-06-24,North,9,8.0,26127.06,16751.63,9375.43,21,6.5
2025-06-24,South,17,11.0,68950.95,44247.47,24703.48,43,5.05
2025-06-24,East,10,7.0,26675.8,15522.74,11153.06,20,3.55
2025-06-24,West,11,7.0,34310.36,19326.14,14984.22,18,4.89
2025-06-24,Central,18,14.0,45294.72,24919.96,20374.76,31,6.19
2025-06-25,North,16,11.0,48589.17,34719.73,13869.44,31,5.26
2025-06-25,South,11,8.0,24281.02,14290.7,9990.32,27,1.57
2025-06-25,East,15,11.0,51684.52,32042.91,19641.61,38,6.28
2025-06-25,West,11,8.0,39166.49,27199.3,11967.19,24,5.88
2025-06-25,Central,13,10.0,35150.17,20672.75,14477.42,20,7.31
2025-06-26,North,12,9.0,42775.58,29962.89,12812.69,17,3.87
2025-06-26,South,16,12.0,47335.03,29881.13,17453.9,21,1.65
2025-06-26,East,15,10.0,40346.72,28314.02,12032.7,33,7.02
2025-06-26,West,18,13.0,62060.82,43182.6,18878.22,39,2.62
2025-06-26,Central,15,10.0,52808.73,32427.8,20380.93,26,6.41
2025-06-27,North,20,15.0,50713.92,33977.04,16736.88,34,6.06
2025-06-27,South,19,16.0,60255.54,33353.28,26902.26,44,5.04
2025-06-27,East,18,12.0,46461.26,26275.09,20186.17,43,4.31
2025-06-27,West,15,11.0,47742.86,29580.32,18162.54,26,2.03
2025-06-27,Central,15,12.0,60462.56,38916.51,21546.05,29,2.73
2025-06-28,North,12,10.0,37052.74,21664.94,15387.8,16,5.98
2025-06-28,South,16,13.0,40540.31,25386.74,15153.57,39,7.21
2025-06-28,East,9,5.0,30905.74,20728.01,10177.73,13,2.16
2025-06-28,West,12,9.0,49036.66,27716.45,21320.21,21,4.29
2025-06-28,Central,7,5.0,18934.38,12726.0,6208.38,14,5.13
2025-06-29,North,12,8.0,26670.81,15339.66,11331.15,30,8.29
2025-06-29,South,17,13.0,60139.49,39216.56,20922.93,26,8.34
2025-06-29,East,17,14.0,54864.03,37536.16,17327.87,30,4.89
2025-06-29,West,12,9.0,31865.02,17687.79,14177.23,22,6.96
2025-06-29,Central,14,10.0,43770.8,29997.99,13772.81,28,2.71
2025-06-30,North,11,9.0,26726.62,17030.46,9696.16,24,7.49
2025-06-30,South,11,9.0,45442.62,28520.79,16921.83,23,2.77
2025-06-30,East,23,18.0,80122.41,47534.03,32588.38,46,3.33
2025-06-30,West,13,10.0,46350.79,29134.14,17216.65,28,6.85
2025-06-30,Central,12,9.0,28223.15,16176.24,12046.91,22,5.04
2025-07-01,North,14,10.0,57521.67,33325.59,24196.08,19,2.9
2025-07-01,South,10,8.0,27853.39,17901.04,9952.35,22,4.34
2025-07-01,East,11,7.0,37706.91,25442.72,12264.19,24,7.02
2025-07-01,West,16,12.0,40363.02,27266.19,13096.83,41,5.03
2025-07-01,Central,11,9.0,40667.56,25980.86,14686.7,18,3.01
2025-07-02,North,9,7.0,31582.2,18757.71,12824.49,14,6.29
2025-07-02,South,14,12.0,46373.52,33032.07,13341.45,23,5.26
2025-07-02,East,9,7.0,25586.91,18115.84,7471.07,13,8.45
2025-07-02,West,16,12.0,60785.65,39193.67,21591.98,24,3.45
2025-07-02,Central,10,8.0,27459.5,17296.56,10162.94,25,7.04
2025-07-03,North,18,13.0,41771.19,24453.81,17317.38,29,3.8
2025-07-03,South,12,9.0,41048.95,24508.36,16540.59,19,6.26
2025-07-03,East,19,16.0,72954.31,50687.83,22266.48,45,5.37
2025-07-03,West,7,6.0,18153.81,11364.41,6789.4,10,5.27
2025-07-03,Central,5,3.0,13251.48,8411.54,4839.94,10,2.53
2025-07-04,North,16,13.0,49663.74,27596.63,22067.11,33,2.96
2025-07-04,South,15,10.0,57788.03,41447.45,16340.58,29,3.31
2025-07-04,East,17,12.0,55915.55,38900.79,17014.76,40,2.53
2025-07-04,West,20,15.0,59643.94,34128.66,25515.28,43,2.4
2025-07-04,Central,21,15.0,86168.52,51776.2,34392.32,33,3.42
2025-07-05,North,9,6.0,31874.12,18381.18,13492.94,17,6.43
2025-07-05,South,17,13.0,44253.09,28651.62,15601.47,27,2.51
2025-07-05,East,21,18.0,57841.62,34088.74,23752.88,41,8.2
2025-07-05,West,10,8.0,38405.41,27544.37,10861.04,25,5.99
2025-07-05,Central,14,10.0,43637.77,25149.67,18488.1,19,2.12
2025-07-06,North,12,10.0,41129.04,26532.7,14596.34,22,4.59
2025-07-06,South,14,10.0,47087.38,31903.62,15183.76,33,3.36
2025-07-06,East,14,11.0,51467.6,33348.0,18119.6,20,6.4
2025-07-06,West,15,10.0,36729.27,26264.03,10465.24,36,3.43
2025-07-06,Central,13,9.0,44872.58,28477.15,16395.43,25,6.4
2025-07-07,North,13,9.0,38458.5,23309.22,15149.28,20,6.83
2025-07-07,South,12,9.0,42311.23,25808.01,16503.22,29,5.45
2025-07-07,East,16,14.0,43566.48,30564.71,13001.77,37,2.35
2025-07-07,West,18,13.0,61075.96,40602.97,20472.99,34,6.69
2025-07-07,Central,19,13.0,47062.42,30924.65,16137.77,29,2.92
2025-07-08,North,10,7.0,41287.8,28520.45,12767.35,14,6.21
2025-07-08,South,13,9.0,41442.89,27501.77,13941.12,30,6.96
2025-07-08,East,9,6.0,33536.47,21869.01,11667.46,13,2.42
2025-07-08,West,10,8.0,23019.25,14693.09,8326.16,22,8.12
2025-07-08,Central,7,5.0,17347.94,10536.16,6811.78,9,5.03
2025-07-09,North,23,19.0,51004.66,34583.8,16420.86,31,5.82
2025-07-09,South,11,7.0,40180.33,23620.66,16559.67,23,5.58
2025-07-09,East,19,15.0,72191.16,48688.69,23502.47,29,3.43
2025-07-09,West,14,12.0,32061.38,17905.28,14156.1,30,7.36
2025-07-09,Central,23,19.0,74304.78,46918.49,27386.29,55,7.31
2025-07-10,North,14,10.0,44144.42,27164.07,16980.35,19,2.91
2025-07-10,South,16,10.0,64037.67,36076.2,27961.47,30,3.06
2025-07-10,East,8,6.0,26036.74,15468.66,10568.08,11,1.67
2025-07-10,West,17,11.0,58611.25,40954.51,17656.74,41,6.72
2025-07-10,Central,9,6.0,28503.6,18894.46,9609.14,13,8.31
2025-07-11,North,13,8.0,31945.06,20793.41,11151.65,19,8.17
2025-07-11,South,16,13.0,41022.08,26443.04,14579.04,29,6.97
2025-07-11,East,18,11.0,60401.48,41602.84,18798.64,35,2.4
2025-07-11,West,9,7.0,34996.68,21573.74,13422.94,16,7.86
2025-07-11,Central,18,13.0,71462.31,41643.65,29818.66,27,4.21
2025-07-12,North,12,10.0,46294.86,25557.99,20736.87,15,3.49
2025-07-12,South,12,7.0,32242.37,18326.25,13916.12,27,4.7
2025-07-12,East,9,6.0,24811.88,15141.29,9670.59,12,8.36
2025-07-12,West,11,7.0,39798.34,23987.75,15810.59,19,5.37
2025-07-12,Central,18,14.0,71622.75,46041.45,25581.3,24,7.77
2025-07-13,North,10,7.0,32473.11,23158.88,9314.23,15,8.23
2025-07-13,South,17,15.0,51327.64,31898.97,19428.67,23,6.8
2025-07-13,East,14,12.0,52637.73,37770.56,14867.17,23,3.92
2025-07-13,West,17,11.0,37794.83,21698.63,16096.2,26,3.63
2025-07-13,Central,6,5.0,18439.97,12505.74,5934.23,8,8.36
2025-07-14,North,19,12.0,47530.0,27822.1,19707.9,27,1.93
2025-07-14,South,6,4.0,14120.4,8786.57,5333.83,7,5.97
2025-07-14,East,17,13.0,53570.12,36119.28,17450.84,33,7.11
2025-07-14,West,18,14.0,54557.25,37433.32,17123.93,39,2.03
2025-07-14,Central,8,7.0,30707.64,18541.65,12165.99,18,6.97
2025-07-15,North,18,13.0,51491.72,29357.15,22134.57,24,6.76
2025-07-15,South,17,14.0,54056.57,35906.47,18150.1,43,2.9
2025-07-15,East,11,7.0,26338.69,18005.13,8333.56,20,5.65
2025-07-15,West,17,14.0,65417.98,45438.99,19978.99,42,7.61
2025-07-15,Central,17,13.0,64893.24,46451.01,18442.23,27,3.23
2025-07-16,North,11,8.0,44179.37,31522.35,12657.02,27,7.4
2025-07-16,South,12,8.0,30351.65,17077.65,13274.0,16,3.44
2025-07-16,East,15,10.0,42472.28,24978.08,17494.2,32,7.75
2025-07-16,West,16,10.0,66656.58,44947.65,21708.93,25,5.96
2025-07-16,Central,15,11.0,37765.04,27070.24,10694.8,37,5.21
2025-07-17,North,10,8.0,26423.33,15719.72,10703.61,17,2.78
2025-07-17,South,12,10.0,31221.27,17442.29,13778.98,19,8.05
2025-07-17,East,15,11.0,52956.96,32616.11,20340.85,36,8.17
2025-07-17,West,9,6.0,22584.78,12556.01,10028.77,19,6.59
2025-07-17,Central,17,12.0,44469.88,28964.74,15505.14,22,1.67
2025-07-18,North,12,10.0,42079.65,28602.96,13476.69,28,3.99
2025-07-18,South,14,9.0,57925.09,37131.45,20793.64,31,4.92
2025-07-18,East,12,9.0,37468.8,22593.88,14874.92,25,2.15
2025-07-18,West,11,8.0,29607.83,18211.46,11396.37,24,5.69
2025-07-18,Central,13,11.0,39536.63,22958.22,16578.41,19,7.51
2025-07-19,North,15,11.0,59656.84,40965.01,18691.83,24,6.12
2025-07-19,South,18,11.0,48982.45,34369.55,14612.9,44,6.82
2025-07-19,East,9,8.0,36922.24,20727.98,16194.26,16,3.97
2025-07-19,West,15,11.0,44701.43,29450.53,15250.9,20,7.27
2025-07-19,Central,14,9.0,46904.87,30695.14,16209.73,35,4.63
2025-07-20,North,16,13.0,35924.6,21683.59,14241.01,27,2.19
2025-07-20,South,14,9.0,39374.17,25015.4,14358.77,20,2.97
2025-07-20,East,10,6.0,25787.57,16969.19,8818.38,23,6.7
2025-07-20,West,15,11.0,58092.3,33440.52,24651.78,34,5.92
2025-07-20,Central,17,12.0,63106.59,37913.85,25192.74,33,5.6
2025-07-21,North,16,11.0,57934.63,33348.77,24585.86,39,3.02
2025-07-21,South,9,7.0,23299.72,14627.42,8672.3,17,7.81
2025-07-21,East,18,12.0,74190.58,44484.79,29705.79,39,5.51
2025-07-21,West,10,7.0,26660.54,15737.35,10923.19,25,7.34
2025-07-21,Central,14,11.0,31681.4,19914.62,11766.78,32,3.99
2025-07-22,North,15,12.0,46093.53,29761.4,16332.13,35,4.4
2025-07-22,South,18,15.0,54631.83,32306.7,22325.13,37,4.52
2025-07-22,East,15,11.0,38934.72,24011.63,14923.09,20,3.84
2025-07-22,West,16,11.0,61149.28,43562.33,17586.95,29,2.42
2025-07-22,Central,16,13.0,54038.76,36874.85,17163.91,31,7.68
2025-07-23,North,20,17.0,45536.26,31051.82,14484.44,40,6.4
2025-07-23,South,12,8.0,45554.55,31838.69,13715.86,15,4.12
2025-07-23,East,12,9.0,26606.33,18089.13,8517.2,26,5.06
2025-07-23,West,17,12.0,49158.59,32356.59,16802.0,28,7.89
2025-07-23,Central,16,12.0,58883.39,34912.4,23970.99,25,2.29
2025-07-24,North,12,8.0,33650.92,18937.07,14713.85,19,5.64
2025-07-24,South,11,9.0,34547.47,20565.45,13982.02,23,6.26
2025-07-24,East,13,9.0,43959.27,31344.95,12614.32,28,4.6
2025-07-24,West,20,16.0,62336.0,39516.09,22819.91,44,6.68
2025-07-24,Central,16,11.0,40178.06,28043.26,12134.8,23,2.4
2025-07-25,North,13,8.0,45851.69,29987.79,15863.9,21,7.77
2025-07-25,South,18,14.0,63849.17,38069.36,25779.81,42,4.88
2025-07-25,East,16,10.0,50761.71,36425.11,14336.6,24,3.31
2025-07-25,West,13,10.0,44209.93,27395.93,16814.0,19,4.27
2025-07-25,Central,13,11.0,54456.88,30301.09,24155.79,18,7.52
2025-07-26,North,14,11.0,37277.19,22730.64,14546.55,20,3.2
2025-07-26,South,15,11.0,45624.74,25563.14,20061.6,23,5.78
2025-07-26,East,14,11.0,54229.51,38982.23,15247.28,29,7.54
2025-07-26,West,15,12.0,59002.68,39569.66,19433.02,37,6.4
2025-07-26,Central,10,8.0,32263.94,19033.63,13230.31,23,3.54
2025-07-27,North,19,14.0,79349.35,46322.54,33026.81,40,6.84
2025-07-27,South,10,8.0,36366.1,20819.35,15546.75,22,7.3
2025-07-27,East,19,16.0,57840.98,38220.39,19620.59,42,2.35
2025-07-27,West,15,10.0,45194.93,32496.02,12698.91,21,4.36
2025-07-27,Central,18,14.0,42478.3,26387.7,16090.6,27,7.13
2025-07-28,North,18,12.0,40696.7,25953.81,14742.89,33,6.82
2025-07-28,South,6,4.0,14801.39,8254.92,6546.47,10,6.96
2025-07-28,East,20,13.0,77070.54,48723.79,28346.75,30,6.81
2025-07-28,West,18,11.0,57328.44,35917.46,21410.98,25,8.44
2025-07-28,Central,15,13.0,62479.91,34711.69,27768.22,22,2.93
2025-07-29,North,13,9.0,39366.11,23616.03,15750.08,18,7.37
2025-07-29,South,19,14.0,58697.45,38411.94,20285.51,25,4.26
2025-07-29,East,12,10.0,44565.98,31551.94,13014.04,16,4.56
2025-07-29,West,7,5.0,27978.34,16468.05,11510.29,12,4.26
2025-07-29,Central,14,11.0,52617.31,30038.65,22578.66,18,7.01
2025-07-30,North,12,8.0,30700.13,19687.74,11012.39,15,6.58
2025-07-30,South,14,12.0,57257.84,32784.31,24473.53,24,5.48
2025-07-30,East,17,14.0,60521.97,34815.81,25706.16,25,1.65
2025-07-30,West,9,7.0,37543.08,26840.33,10702.75,21,7.62
2025-07-30,Central,13,11.0,45788.49,26285.83,19502.66,23,3.37
2025-07-31,North,17,13.0,70544.1,50197.07,20347.03,37,1.76
2025-07-31,South,12,8.0,26676.53,15990.06,10686.47,26,6.43
2025-07-31,East,6,4.0,23105.97,13461.75,9644.22,9,6.78
2025-07-31,West,13,10.0,53403.64,37263.95,16139.69,24,2.59
2025-07-31,Central,14,11.0,48664.49,27969.9,20694.59,24,5.01
2025-08-01,North,9,8.0,27903.81,17520.55,10383.26,15,2.09
2025-08-01,South,13,11.0,51422.19,30120.58,21301.61,28,2.82
2025-08-01,East,12,9.0,38923.18,24035.3,14887.88,26,5.04
2025-08-01,West,14,9.0,44737.05,27771.46,16965.59,20,3.55
2025-08-01,Central,12,8.0,31618.29,21164.17,10454.12,18,3.78
2025-08-02,North,13,9.0,31512.8,20363.27,11149.53,23,3.66
2025-08-02,South,12,9.0,32894.01,21124.09,11769.92,29,7.33
2025-08-02,East,18,14.0,56797.4,37755.93,19041.47,23,2.95
2025-08-02,West,8,6.0,19957.9,13089.84,6868.06,11,2.08
2025-08-02,Central,21,14.0,56861.28,36825.08,20036.2,32,2.01
2025-08-03,North,13,9.0,44055.05,26200.6,17854.45,24,4.29
2025-08-03,South,16,10.0,40294.87,24711.77,15583.1,41,4.97
2025-08-03,East,16,11.0,50577.03,33841.19,16735.84,33,5.92
2025-08-03,West,20,14.0,76650.7,50959.17,25691.53,49,7.52
2025-08-03,Central,16,14.0,40864.22,28854.88,12009.34,26,3.44
2025-08-04,North,14,10.0,47468.83,33924.89,13543.94,31,5.17
2025-08-04,South,11,8.0,36323.8,24680.95,11642.85,27,2.32
2025-08-04,East,22,15.0,65639.87,36950.57,28689.3,41,8.06
2025-08-04,West,16,13.0,45692.59,28948.24,16744.35,36,3.01
2025-08-04,Central,5,3.0,16032.9,9063.06,6969.84,11,4.31
2025-08-05,North,10,7.0,32544.15,21804.43,10739.72,24,6.88
2025-08-05,South,13,9.0,37394.42,23709.91,13684.51,31,4.47
2025-08-05,East,14,10.0,45716.89,30542.02,15174.87,23,6.33
2025-08-05,West,15,10.0,40023.76,26410.63,13613.13,38,2.64
2025-08-05,Central,11,9.0,26525.66,17393.14,9132.52,28,4.38
2025-08-06,North,11,9.0,27772.9,19896.77,7876.13,21,4.2
2025-08-06,South,21,15.0,67132.36,42480.08,24652.28,30,3.26
2025-08-06,East,17,13.0,59902.06,38088.79,21813.27,41,3.2
2025-08-06,West,18,15.0,41116.11,27557.59,13558.52,29,4.99
2025-08-06,Central,13,11.0,30397.18,17849.6,12547.58,18,5.85
2025-08-07,North,13,8.0,35809.82,22590.06,13219.76,17,3.77
2025-08-07,South,12,7.0,48788.58,30078.16,18710.42,24,4.01
2025-08-07,East,19,14.0,54028.3,36364.27,17664.03,38,2.56
2025-08-07,West,12,8.0,44517.09,26342.94,18174.15,24,5.03
2025-08-07,Central,11,7.0,33297.46,20653.02,12644.44,17,7.59
2025-08-08,North,17,13.0,38017.03,21568.88,16448.15,27,6.84
2025-08-08,South,18,14.0,70826.22,50005.98,20820.24,30,5.44
2025-08-08,East,11,8.0,36159.9,24797.73,11362.17,18,5.0
2025-08-08,West,18,13.0,51887.95,36975.0,14912.95,43,2.75
2025-08-08,Central,16,11.0,39046.29,21899.92,17146.37,34,4.02
2025-08-09,North,10,8.0,41051.1,23428.48,17622.62,24,5.29
2025-08-09,South,22,15.0,77994.49,53388.6,24605.89,44,5.8
2025-08-09,East,8,6.0,29930.85,16669.09,13261.76,11,2.73
2025-08-09,West,13,11.0,39648.87,21980.14,17668.73,31,2.98
2025-08-09,Central,6,4.0,13540.7,9138.81,4401.89,12,7.46
2025-08-10,North,17,13.0,58151.45,36350.9,21800.55,25,3.6
2025-08-10,South,10,7.0,30276.76,20391.55,9885.21,25,3.61
2025-08-10,East,21,14.0,59672.53,34484.39,25188.14,31,5.87
2025-08-10,West,9,6.0,24595.57,16364.12,8231.45,13,1.94
2025-08-10,Central,15,10.0,46845.74,29968.03,16877.71,28,6.6
2025-08-11,North,16,13.0,56923.22,36015.46,20907.76,35,6.75
2025-08-11,South,9,6.0,24569.71,15380.68,9189.03,19,5.49
2025-08-11,East,14,9.0,38440.91,22620.26,15820.65,32,2.18
2025-08-11,West,11,9.0,37222.37,26320.41,10901.96,15,5.28
2025-08-11,Central,11,9.0,34850.24,21745.42,13104.82,14,8.15
2025-08-12,North,10,8.0,36836.48,23532.55,13303.93,20,5.04
2025-08-12,South,15,12.0,56701.67,32162.1,24539.57,29,7.12
2025-08-12,East,15,9.0,56091.29,37722.37,18368.92,33,5.06
2025-08-12,West,9,7.0,23333.86,15773.49,7560.37,19,7.24
2025-08-12,Central,14,10.0,57970.19,32677.82,25292.37,23,2.35
2025-08-13,North,14,10.0,43763.01,25085.84,18677.17,21,5.03
2025-08-13,South,13,10.0,41228.88,22972.95,18255.93,17,4.27
2025-08-13,East,13,10.0,51963.59,30389.26,21574.33,24,6.87
2025-08-13,West,20,15.0,55470.84,38038.94,17431.9,48,5.46
2025-08-13,Central,20,16.0,73558.35,44790.52,28767.83,50,6.08
2025-08-14,North,16,12.0,40656.58,26324.42,14332.16,23,6.6
2025-08-14,South,15,12.0,34459.7,21171.98,13287.72,36,4.54
2025-08-14,East,7,5.0,17148.6,11289.89,5858.71,17,6.43
2025-08-14,West,9,7.0,26981.2,17322.89,9658.31,12,4.59
2025-08-14,Central,17,14.0,55056.03,37568.2,17487.83,33,8.27
2025-08-15,North,3,2.0,9164.17,5286.21,3877.96,4,6.35
2025-08-15,South,12,8.0,32409.22,21259.88,11149.34,15,6.32
2025-08-15,East,8,6.0,28650.74,19012.19,9638.55,19,2.03
2025-08-15,West,19,13.0,60622.29,42856.9,17765.39,45,5.65
2025-08-15,Central,17,11.0,56302.01,32771.75,23530.26,37,6.75
2025-08-16,North,15,11.0,56998.25,35899.22,21099.03,34,6.17
2025-08-16,South,9,6.0,23079.11,15749.5,7329.61,18,6.65
2025-08-16,East,12,10.0,36890.16,21019.94,15870.22,21,2.78
2025-08-16,West,14,12.0,56977.97,40000.16,16977.81,24,5.04
2025-08-16,Central,7,5.0,18856.68,13097.16,5759.52,16,8.0
2025-08-17,North,9,6.0,26099.61,16144.1,9955.51,18,3.9
2025-08-17,South,15,9.0,44853.97,24705.86,20148.11,24,8.18
2025-08-17,East,12,9.0,48865.87,29714.62,19151.25,28,5.8
2025-08-17,West,8,6.0,32065.48,21826.71,10238.77,18,5.79
2025-08-17,Central,11,7.0,41912.14,28741.67,13170.47,23,3.0
2025-08-18,North,8,6.0,33400.43,23944.2,9456.23,18,3.25
2025-08-18,South,9,6.0,33947.99,22952.65,10995.34,15,1.81
2025-08-18,East,16,10.0,48951.51,31740.7,17210.81,28,6.59
2025-08-18,West,10,7.0,41543.43,23683.35,17860.08,21,5.69
2025-08-18,Central,26,18.0,102855.7,65113.07,37742.63,50,4.39
2025-08-19,North,9,6.0,24986.55,16088.18,8898.37,12,3.82
2025-08-19,South,13,11.0,49014.15,31549.86,17464.29,31,5.21
2025-08-19,East,13,10.0,46524.56,30985.38,15539.18,17,8.25
2025-08-19,West,11,8.0,28843.09,16203.42,12639.67,14,2.63
